epoch,learning_rate,loss,mae,nse_metric,rmse,val_loss,val_mae,val_nse_metric,val_rmse
29,0.0010000000474974513,0.007227067835628986,0.0456104576587677,-3018.369140625,0.08236795663833618,0.004999473690986633,0.03624627739191055,-307.20562744140625,0.06765269488096237
30,0.0010000000474974513,0.007065782323479652,0.044587403535842896,-2767.71484375,0.08150038123130798,0.0049074795097112656,0.0355503223836422,-259.82794189453125,0.06711244583129883
31,0.0010000000474974513,0.007245437242090702,0.045344028621912,-2643.404541015625,0.08261312544345856,0.004942168015986681,0.03632532060146332,-292.302734375,0.06731411069631577
32,0.0010000000474974513,0.007057687267661095,0.044903695583343506,-2713.55712890625,0.08149261772632599,0.005156235303729773,0.03718118369579315,-426.323974609375,0.06896185129880905
33,0.0010000000474974513,0.007063888479024172,0.04458543658256531,-2662.43994140625,0.08146539330482483,0.005200619343668222,0.03643694147467613,-264.5991516113281,0.06912072747945786
34,0.0010000000474974513,0.007713486906141043,0.044790685176849365,-2522.50634765625,0.0827065259218216,0.005696170497685671,0.0380847193300724,-293.93603515625,0.07103072851896286
35,0.0010000000474974513,0.007407046854496002,0.045963604003190994,-2933.4248046875,0.08256421983242035,0.005379076581448317,0.03771129250526428,-328.661865234375,0.06964698433876038
36,0.0010000000474974513,0.00700034387409687,0.044841691851615906,-2738.5751953125,0.08066371083259583,0.00502049969509244,0.03647373244166374,-433.4581604003906,0.06755542755126953
37,0.0010000000474974513,0.006976020988076925,0.044628486037254333,-2650.470458984375,0.08076897263526917,0.0058912113308906555,0.040752310305833817,-486.3880920410156,0.07394993305206299
38,0.0010000000474974513,0.007122178096324205,0.0452536977827549,-2767.974609375,0.08182522654533386,0.00524149090051651,0.037743497639894485,-416.9458312988281,0.06951203942298889
39,0.0010000000474974513,0.0069692013785243034,0.04424556344747543,-2629.263916015625,0.08083924651145935,0.005024717189371586,0.03643988072872162,-348.689697265625,0.067865289747715
40,0.0010000000474974513,0.006871712859719992,0.04370143264532089,-2466.211669921875,0.08021590113639832,0.005251593422144651,0.03766939043998718,-431.6911315917969,0.06955266743898392
41,0.0005000000237487257,0.0067346543073654175,0.04206964001059532,-2089.80615234375,0.07953610271215439,0.004878462292253971,0.03616541624069214,-374.5202331542969,0.0669562816619873
42,0.0005000000237487257,0.006576604675501585,0.041933171451091766,-1997.348876953125,0.07861602306365967,0.0046699452213943005,0.03544202819466591,-374.0699768066406,0.06546768546104431
43,0.0005000000237487257,0.006505955010652542,0.041666172444820404,-1854.6220703125,0.07820852100849152,0.004654554184526205,0.035129524767398834,-345.2779541015625,0.06540187448263168
44,0.0005000000237487257,0.0066995746456086636,0.04290497303009033,-2118.2666015625,0.07948397099971771,0.004711408168077469,0.035665422677993774,-409.0081481933594,0.06588374078273773
45,0.0005000000237487257,0.006664223037660122,0.042163025587797165,-1991.9290771484375,0.07927452027797699,0.0047995056957006454,0.036235205829143524,-446.5321960449219,0.06654123216867447
46,0.0005000000237487257,0.006653146352618933,0.04200667515397072,-1978.60107421875,0.07922905683517456,0.004956707824021578,0.036767780780792236,-415.11993408203125,0.06773591041564941
47,0.0005000000237487257,0.00679625291377306,0.04296664893627167,-2216.58203125,0.08014160394668579,0.0048095728270709515,0.03686610236763954,-529.71337890625,0.06661287695169449
48,0.0005000000237487257,0.0064400131814181805,0.0414474718272686,-1867.5611572265625,0.07787907868623734,0.004759104456752539,0.03621663898229599,-466.1770324707031,0.06630928069353104
49,0.0005000000237487257,0.006707509979605675,0.042458683252334595,-2081.9560546875,0.07959003001451492,0.004737712908536196,0.035751182585954666,-408.3321228027344,0.06613089144229889
50,0.0005000000237487257,0.006629660725593567,0.04198010638356209,-1941.9434814453125,0.07910993695259094,0.004779015202075243,0.0368204303085804,-555.7942504882812,0.06645967811346054
51,0.0005000000237487257,0.006567324977368116,0.042089711874723434,-1988.9207763671875,0.07874730974435806,0.004487998783588409,0.03518958389759064,-430.3402099609375,0.06429412961006165
52,0.0005000000237487257,0.006552749779075384,0.04195237532258034,-1887.648681640625,0.07868718355894089,0.004700253251940012,0.03603449463844299,-465.3996887207031,0.06592068076133728
53,0.0005000000237487257,0.006439481861889362,0.04157484322786331,-1855.0313720703125,0.07789754867553711,0.005216683726757765,0.03759046643972397,-438.4759216308594,0.06966888159513474
54,0.0005000000237487257,0.006535820197314024,0.04179714620113373,-1953.1214599609375,0.07850280404090881,0.004784205928444862,0.036245569586753845,-439.4031066894531,0.0665225088596344
55,0.0005000000237487257,0.006541859824210405,0.04209645465016365,-1915.885009765625,0.07853518426418304,0.004838308785110712,0.036819055676460266,-501.0132751464844,0.0669022649526596
56,0.0005000000237487257,0.006476832088083029,0.041432831436395645,-1904.5498046875,0.07812061905860901,0.004913414362818003,0.0373411662876606,-536.4324340820312,0.06745490431785583
57,0.0005000000237487257,0.006434532813727856,0.04157660901546478,-1850.397705078125,0.07787595689296722,0.004911310039460659,0.03686113283038139,-453.8027038574219,0.06749534606933594
58,0.0005000000237487257,0.006395583972334862,0.04101240262389183,-1786.7659912109375,0.07764711230993271,0.004959278739988804,0.037093814462423325,-478.4521789550781,0.06785445660352707
59,0.0005000000237487257,0.006536501459777355,0.04192514717578888,-1989.788818359375,0.07858634740114212,0.004771461710333824,0.03638586029410362,-437.8854675292969,0.06647631525993347
60,0.0005000000237487257,0.0063760289922356606,0.041202396154403687,-1774.256103515625,0.07756015658378601,0.004705484956502914,0.03631828725337982,-490.5658874511719,0.06600271165370941
61,0.0005000000237487257,0.006220952142030001,0.04057026281952858,-1764.350341796875,0.07657743990421295,0.004892217461019754,0.03653514385223389,-411.73870849609375,0.06743617355823517
62,0.0002500000118743628,0.0061255707405507565,0.03987830504775047,-1581.74853515625,0.07602255791425705,0.004857217893004417,0.03636334091424942,-389.3318786621094,0.06720273941755295
63,0.0002500000118743628,0.006218052934855223,0.04021236300468445,-1589.322265625,0.0766475573182106,0.004779361188411713,0.03605375811457634,-372.2281188964844,0.0666341483592987
64,0.0002500000118743628,0.006187007296830416,0.040172282606363297,-1594.2979736328125,0.07645585387945175,0.004821732174605131,0.036213286221027374,-384.7479248046875,0.06697125732898712
65,0.0002500000118743628,0.006070797331631184,0.03956770524382591,-1548.243896484375,0.07569882273674011,0.004924938548356295,0.03699932619929314,-427.9711608886719,0.06773446500301361
66,0.0002500000118743628,0.006244096904993057,0.04041314497590065,-1661.133056640625,0.07683493942022324,0.0050353300757706165,0.03733353316783905,-454.1942443847656,0.06855081766843796
67,0.0002500000118743628,0.006172540597617626,0.04025769233703613,-1647.10888671875,0.07638904452323914,0.005110153928399086,0.03755204752087593,-448.4210510253906,0.06912452727556229
68,0.0002500000118743628,0.006071575451642275,0.039958078414201736,-1560.8934326171875,0.07572730630636215,0.005243318621069193,0.037815921008586884,-409.39373779296875,0.07007519900798798
69,0.0002500000118743628,0.006103544030338526,0.040509723126888275,-1636.6617431640625,0.07593058049678802,0.005246229004114866,0.037951987236738205,-404.71868896484375,0.07008519768714905
70,0.0002500000118743628,0.006150796078145504,0.0401390977203846,-1547.03173828125,0.07624434679746628,0.005105417221784592,0.037611305713653564,-451.7707214355469,0.06909190118312836
71,0.0002500000118743628,0.006149980705231428,0.040033817291259766,-1571.8233642578125,0.07625110447406769,0.005021561868488789,0.03700543940067291,-383.10211181640625,0.06848829984664917
