epoch,learning_rate,loss,mae,nse_metric,rmse,val_loss,val_mae,val_nse_metric,val_rmse
0,0.0010000000474974513,0.023855308070778847,0.05479639768600464,-3889.817626953125,0.09799359738826752,0.01528127957135439,0.042020682245492935,-276.5257568359375,0.08034098893404007
1,0.0010000000474974513,0.015525336377322674,0.051080621778964996,-4493.56787109375,0.08922825008630753,0.012110749259591103,0.04053438454866409,-331.9469299316406,0.0755760446190834
2,0.0010000000474974513,0.012327438220381737,0.04385572299361229,-1965.150146484375,0.08190742135047913,0.013516557402908802,0.04834761098027229,-261.8426818847656,0.09243477880954742
3,0.0010000000474974513,0.011658437550067902,0.047286033630371094,-3124.8203125,0.0849541500210762,0.008532688021659851,0.03667896240949631,-306.8558654785156,0.06786045432090759
4,0.0010000000474974513,0.00971789937466383,0.041322097182273865,-1870.2921142578125,0.07864684611558914,0.006968469358980656,0.03389351814985275,-221.66278076171875,0.06174197793006897
5,0.0010000000474974513,0.009037303738296032,0.041345153003931046,-1922.621337890625,0.07855422794818878,0.0061928387731313705,0.03381526470184326,-230.29962158203125,0.06000998243689537
6,0.0010000000474974513,0.008350025862455368,0.040423501282930374,-1789.244873046875,0.07729297131299973,0.005668856669217348,0.033185530453920364,-247.80905151367188,0.0591605119407177
7,0.0010000000474974513,0.007988653145730495,0.040944263339042664,-2058.479736328125,0.07734605669975281,0.005300519056618214,0.033686213195323944,-249.59938049316406,0.05873136967420578
8,0.0010000000474974513,0.007668853271752596,0.04089842364192009,-1939.956298828125,0.07708752900362015,0.005009354557842016,0.033463478088378906,-272.210693359375,0.058325525373220444
9,0.0010000000474974513,0.007402511779218912,0.040277235209941864,-1852.1158447265625,0.0767255574464798,0.004344433546066284,0.02934444509446621,-229.29864501953125,0.053960591554641724
10,0.0010000000474974513,0.007071352563798428,0.04052269086241722,-1907.779541015625,0.07565067708492279,0.004679400939494371,0.03480927646160126,-476.9551086425781,0.05817864090204239
11,0.0010000000474974513,0.0069291237741708755,0.04102824628353119,-2018.2261962890625,0.07563664764165878,0.0045050643384456635,0.034465447068214417,-330.1131591796875,0.057898085564374924
12,0.0010000000474974513,0.0068704718723893166,0.04037116467952728,-1966.439208984375,0.07593994587659836,0.004644143860787153,0.032383598387241364,-235.2882080078125,0.059668440371751785
13,0.0010000000474974513,0.007438559550791979,0.04384486377239227,-2371.774169921875,0.07907017320394516,0.00613925326615572,0.04318932816386223,-538.2828369140625,0.0707864910364151
14,0.0010000000474974513,0.007440118584781885,0.04446252062916756,-2646.876708984375,0.07971400022506714,0.0037082938943058252,0.02874818444252014,-243.96421813964844,0.051776155829429626
15,0.0010000000474974513,0.006467532832175493,0.039743222296237946,-1950.20751953125,0.07411355525255203,0.0037570432759821415,0.02946780063211918,-261.9081115722656,0.052891578525304794
16,0.0010000000474974513,0.006650436669588089,0.0420355387032032,-2223.42626953125,0.07560887187719345,0.0045348587445914745,0.035098131746053696,-381.32867431640625,0.059934817254543304
17,0.0010000000474974513,0.006755662150681019,0.042839083820581436,-2481.700927734375,0.07603456825017929,0.0035924145486205816,0.028845354914665222,-259.9728698730469,0.051548201590776443
18,0.0010000000474974513,0.006582998670637608,0.04178061708807945,-2220.15625,0.07534971088171005,0.003356894478201866,0.0285807978361845,-302.58563232421875,0.04965842515230179
19,0.0010000000474974513,0.006415382958948612,0.0416111946105957,-2316.010986328125,0.0744490996003151,0.0032746472861617804,0.027979841455817223,-272.072021484375,0.04914006590843201
20,0.0010000000474974513,0.006396055221557617,0.04125882685184479,-2144.668701171875,0.0745907798409462,0.0031383386813104153,0.02737908624112606,-260.3206787109375,0.047882091253995895
21,0.0010000000474974513,0.006466516759246588,0.04203804209828377,-2428.369384765625,0.07506601512432098,0.003798963036388159,0.03058868646621704,-278.6593017578125,0.05411085486412048
22,0.0010000000474974513,0.006689961533993483,0.0421329103410244,-2281.8720703125,0.07631513476371765,0.0032757220324128866,0.030035322532057762,-406.3491516113281,0.04923863336443901
23,0.0010000000474974513,0.0061600967310369015,0.04090099781751633,-2262.884765625,0.0731290951371193,0.003352004336193204,0.02877732366323471,-287.0747375488281,0.050159331411123276
24,0.0010000000474974513,0.00619201734662056,0.04077928140759468,-2353.006103515625,0.073518306016922,0.003454914316534996,0.03001220151782036,-291.9508056640625,0.051434312015771866
25,0.0010000000474974513,0.006552775856107473,0.0418393574655056,-2339.47802734375,0.07589825242757797,0.002861365443095565,0.026541491970419884,-258.1114196777344,0.045287229120731354
26,0.0010000000474974513,0.00606861338019371,0.04061179980635643,-2151.8544921875,0.07263708859682083,0.0029221419245004654,0.027257263660430908,-303.3308410644531,0.04572368785738945
27,0.0010000000474974513,0.006264944560825825,0.04132083058357239,-2128.2314453125,0.07402817904949188,0.0031967218965291977,0.029265504330396652,-302.1465148925781,0.049086641520261765
28,0.0010000000474974513,0.0060522230342030525,0.040294259786605835,-2185.859375,0.07282523810863495,0.0029728065710514784,0.027377480641007423,-262.2818603515625,0.0469977892935276
29,0.0010000000474974513,0.006150704342871904,0.041360266506671906,-2093.588623046875,0.07349833101034164,0.002947274362668395,0.026831697672605515,-260.87371826171875,0.04656689986586571
30,0.0010000000474974513,0.005998485255986452,0.03992963209748268,-2039.35400390625,0.07247698307037354,0.003002006793394685,0.027585506439208984,-265.4830322265625,0.04730290547013283
31,0.0010000000474974513,0.005920958239585161,0.039636943489313126,-2005.8282470703125,0.07203841209411621,0.0029906067065894604,0.02758450247347355,-264.8591613769531,0.0472666397690773
32,0.0010000000474974513,0.006403569597750902,0.04154263064265251,-2258.8818359375,0.0750531479716301,0.0027068478520959616,0.025685139000415802,-275.6410217285156,0.04342307150363922
33,0.0010000000474974513,0.006059806793928146,0.040708787739276886,-2171.692138671875,0.07267268002033234,0.002916253637522459,0.02715916559100151,-284.21258544921875,0.04601914435625076
34,0.0010000000474974513,0.006163740996271372,0.040879134088754654,-2149.42138671875,0.07346825301647186,0.0029995134100317955,0.02778894454240799,-303.2885437011719,0.04712921008467674
35,0.0010000000474974513,0.006050402298569679,0.040112629532814026,-1976.6571044921875,0.07278996706008911,0.002852288307622075,0.027239853516221046,-264.21051025390625,0.045826949179172516
36,0.0010000000474974513,0.006192155182361603,0.04180923104286194,-2339.288818359375,0.07382945716381073,0.0030450618360191584,0.027454283088445663,-385.8808288574219,0.04736639931797981
37,0.0010000000474974513,0.00616314634680748,0.04069681465625763,-2006.2794189453125,0.07346181571483612,0.002986293751746416,0.027821099385619164,-274.32073974609375,0.0470723919570446
38,0.0010000000474974513,0.00590482447296381,0.039734795689582825,-1954.3743896484375,0.07182801514863968,0.0027236195746809244,0.026214608922600746,-268.7173767089844,0.04434918984770775
39,0.0010000000474974513,0.005836320575326681,0.03983656316995621,-1975.8095703125,0.0714542493224144,0.002863697474822402,0.02722148224711418,-278.71221923828125,0.04599394649267197
40,0.0010000000474974513,0.006102747283875942,0.040660735219717026,-2147.115966796875,0.0732460767030716,0.0029276423156261444,0.02717576175928116,-421.722412109375,0.046417802572250366
41,0.0010000000474974513,0.006337849888950586,0.04085514321923256,-2075.312744140625,0.07465557754039764,0.0027584764175117016,0.02627144381403923,-299.2822265625,0.044529352337121964
42,0.0010000000474974513,0.005773125682026148,0.03936312347650528,-1922.7691650390625,0.07094413787126541,0.0025763725861907005,0.026084989309310913,-266.2455749511719,0.04306688904762268
43,0.0010000000474974513,0.005934048444032669,0.0409613698720932,-2132.238525390625,0.07217908650636673,0.0027179857715964317,0.026250289753079414,-347.4876708984375,0.044325776398181915
44,0.0010000000474974513,0.0060270000249147415,0.04036543890833855,-2060.2080078125,0.07271918654441833,0.0028812740929424763,0.027522467076778412,-338.628662109375,0.046103931963443756
45,0.0010000000474974513,0.005950886756181717,0.040261123329401016,-2083.627685546875,0.07213202863931656,0.002687890315428376,0.026218123733997345,-295.6639099121094,0.044101156294345856
46,0.0010000000474974513,0.005960546899586916,0.04001818224787712,-2039.261474609375,0.07235588878393173,0.002593530109152198,0.026104116812348366,-375.78070068359375,0.04313550516963005
47,0.0010000000474974513,0.005784658249467611,0.039393771439790726,-1903.041015625,0.07116152346134186,0.0026492320466786623,0.025574643164873123,-342.6778564453125,0.04367618262767792
48,0.0010000000474974513,0.006169266998767853,0.040193110704422,-1965.5372314453125,0.07375454157590866,0.0026927320286631584,0.02635803073644638,-232.12767028808594,0.04413769394159317
49,0.0010000000474974513,0.005742046516388655,0.040122419595718384,-2112.69140625,0.07077007740736008,0.002468444872647524,0.025096314027905464,-308.3715515136719,0.04166213795542717
50,0.0010000000474974513,0.005858827847987413,0.04054425656795502,-2111.009521484375,0.07169786095619202,0.002555115846917033,0.025527190417051315,-413.2623596191406,0.04264242202043533
51,0.0010000000474974513,0.005851496011018753,0.039711881428956985,-1766.1781005859375,0.07163526117801666,0.002733950736001134,0.02766813151538372,-384.47503662109375,0.04487629979848862
52,0.0010000000474974513,0.005753044970333576,0.03924936056137085,-1814.7010498046875,0.07102041691541672,0.003746792208403349,0.030445875599980354,-281.52886962890625,0.05504012852907181
53,0.0010000000474974513,0.006229780148714781,0.03935758024454117,-1855.8638916015625,0.07389267534017563,0.00251227174885571,0.025325331836938858,-299.1293640136719,0.04221754148602486
54,0.0010000000474974513,0.005888651125133038,0.03999181464314461,-1941.1097412109375,0.07191291451454163,0.0025213283952325583,0.02548603154718876,-391.380126953125,0.04234352335333824
55,0.0010000000474974513,0.005885161459445953,0.04032742604613304,-1971.7623291015625,0.07195769995450974,0.002647761721163988,0.026821158826351166,-352.5485534667969,0.04409351572394371
56,0.0010000000474974513,0.0055880434811115265,0.038922153413295746,-1875.08203125,0.06998549401760101,0.002467385260388255,0.026581093668937683,-459.84490966796875,0.04208360239863396
57,0.0010000000474974513,0.0059053427539765835,0.04019496217370033,-1908.2470703125,0.07218234241008759,0.0026547308079898357,0.02710908278822899,-461.1706237792969,0.04412005841732025
58,0.0010000000474974513,0.005801869090646505,0.039493754506111145,-1903.7958984375,0.07146299630403519,0.0026964584831148386,0.02727687917649746,-380.2596740722656,0.04474330320954323
59,0.0010000000474974513,0.005617416929453611,0.03855045884847641,-1775.5391845703125,0.07018743455410004,0.0024783641565591097,0.026858720928430557,-463.2322082519531,0.04239800572395325
60,0.0005000000237487257,0.005422940012067556,0.03698856011033058,-1274.976318359375,0.06898977607488632,0.002451130421832204,0.02644374594092369,-322.626220703125,0.04235497862100601
61,0.0005000000237487257,0.005333945155143738,0.03706350177526474,-1311.46630859375,0.06842119991779327,0.002359160454943776,0.026254260912537575,-342.9540100097656,0.041320718824863434
62,0.0005000000237487257,0.005352947395294905,0.0370505228638649,-1323.7342529296875,0.06861472874879837,0.002366427332162857,0.0262761227786541,-364.3055725097656,0.0414792038500309
63,0.0005000000237487257,0.005304916761815548,0.03728552162647247,-1376.8388671875,0.06829825788736343,0.002372430870309472,0.02652827650308609,-377.2138366699219,0.04165275767445564
